"GEOID","FULL_NAME","tract","county","state","variable.x","Hispanic","moe.x","variable.y","White","moe.y","variable","Total","moe","Hispanic_Percent","White_Percent","category","Neighborhood_type","indicator_other"
06059042335,"Census Tract 423.35; Orange County; California","Census Tract 423.35","Orange"," California","B03002_012",928,356,"B03002_003",3061,424,"B03002_001",5518,667,16.8176875679594,55.4729974628489,"core","Other",NA
06059042336,"Census Tract 423.36; Orange County; California","Census Tract 423.36","Orange"," California","B03002_012",399,130,"B03002_003",2622,280,"B03002_001",3842,349,10.385216033316,68.2457053617907,"core","Other",NA
06059042337,"Census Tract 423.37; Orange County; California","Census Tract 423.37","Orange"," California","B03002_012",394,160,"B03002_003",2455,508,"B03002_001",3338,478,11.8034751348113,73.5470341521869,"core","70+ NL White",NA
06059042338,"Census Tract 423.38; Orange County; California","Census Tract 423.38","Orange"," California","B03002_012",679,453,"B03002_003",3836,598,"B03002_001",4914,861,13.8176638176638,78.0626780626781,"core","70+ NL White",NA
06059042339,"Census Tract 423.39; Orange County; California","Census Tract 423.39","Orange"," California","B03002_012",520,210,"B03002_003",2273,448,"B03002_001",3112,571,16.7095115681234,73.0398457583548,"core","70+ NL White",NA
06059042340,"Census Tract 423.40; Orange County; California","Census Tract 423.40","Orange"," California","B03002_012",2012,647,"B03002_003",559,205,"B03002_001",2571,656,78.2574873590043,21.7425126409957,"core","70+ Latino",NA
06059042341,"Census Tract 423.41; Orange County; California","Census Tract 423.41","Orange"," California","B03002_012",1376,379,"B03002_003",4175,748,"B03002_001",5992,788,22.9639519359146,69.6762349799733,"core","Other",NA
06059052408,"Census Tract 524.08; Orange County; California","Census Tract 524.08","Orange"," California","B03002_012",749,185,"B03002_003",3506,434,"B03002_001",5481,595,13.6653895274585,63.9664294836709,"core","Other",NA
06059052410,"Census Tract 524.10; Orange County; California","Census Tract 524.10","Orange"," California","B03002_012",1194,319,"B03002_003",2692,662,"B03002_001",5069,761,23.554941803117,53.1071217202604,"core","Other",NA
06059052411,"Census Tract 524.11; Orange County; California","Census Tract 524.11","Orange"," California","B03002_012",1975,618,"B03002_003",2017,325,"B03002_001",4992,756,39.5633012820513,40.4046474358974,"core","Other",NA
06059052415,"Census Tract 524.15; Orange County; California","Census Tract 524.15","Orange"," California","B03002_012",676,173,"B03002_003",3015,643,"B03002_001",4272,586,15.8239700374532,70.5758426966292,"core","70+ NL White",NA
06059052416,"Census Tract 524.16; Orange County; California","Census Tract 524.16","Orange"," California","B03002_012",1079,192,"B03002_003",2166,457,"B03002_001",4345,753,24.8331415420023,49.8504027617952,"core","Other",NA
06059052417,"Census Tract 524.17; Orange County; California","Census Tract 524.17","Orange"," California","B03002_012",1760,1579,"B03002_003",2390,541,"B03002_001",7906,1905,22.2615734884898,30.2302049076651,"core","Other",NA
06059052419,"Census Tract 524.19; Orange County; California","Census Tract 524.19","Orange"," California","B03002_012",467,153,"B03002_003",1200,258,"B03002_001",3252,387,14.360393603936,36.90036900369,"core","Other",NA
06059052421,"Census Tract 524.21; Orange County; California","Census Tract 524.21","Orange"," California","B03002_012",532,255,"B03002_003",2667,545,"B03002_001",9265,1100,5.74203993524015,28.7857528332434,"core","Other",NA
06059052422,"Census Tract 524.22; Orange County; California","Census Tract 524.22","Orange"," California","B03002_012",1323,367,"B03002_003",5095,889,"B03002_001",11631,1097,11.3747743100335,43.8053477774912,"core","Other",NA
06059052423,"Census Tract 524.23; Orange County; California","Census Tract 524.23","Orange"," California","B03002_012",1272,478,"B03002_003",2707,464,"B03002_001",5568,507,22.8448275862069,48.6170977011494,"core","Other",NA
06059052424,"Census Tract 524.24; Orange County; California","Census Tract 524.24","Orange"," California","B03002_012",1523,357,"B03002_003",2650,541,"B03002_001",5085,695,29.9508357915438,52.1140609636185,"core","Other",NA
06059052425,"Census Tract 524.25; Orange County; California","Census Tract 524.25","Orange"," California","B03002_012",2550,969,"B03002_003",2804,595,"B03002_001",6722,1063,37.935138351681,41.7137756620054,"core","Other",NA
06059052427,"Census Tract 524.27; Orange County; California","Census Tract 524.27","Orange"," California","B03002_012",731,286,"B03002_003",2687,384,"B03002_001",5478,580,13.3442862358525,49.0507484483388,"core","Other",NA
06059052428,"Census Tract 524.28; Orange County; California","Census Tract 524.28","Orange"," California","B03002_012",1117,437,"B03002_003",3414,680,"B03002_001",6640,742,16.8222891566265,51.4156626506024,"core","Other",NA
06059052429,"Census Tract 524.29; Orange County; California","Census Tract 524.29","Orange"," California","B03002_012",449,383,"B03002_003",2159,696,"B03002_001",8817,912,5.09243506861744,24.4867868889645,"core","Other",NA
06059052430,"Census Tract 524.30; Orange County; California","Census Tract 524.30","Orange"," California","B03002_012",1584,983,"B03002_003",5985,1461,"B03002_001",17132,1807,9.24585570861546,34.9346252626664,"core","Other",NA
06059052431,"Census Tract 524.31; Orange County; California","Census Tract 524.31","Orange"," California","B03002_012",326,186,"B03002_003",1220,504,"B03002_001",4649,777,7.01226070122607,26.2422026242203,"core","Other",NA
06059052432,"Census Tract 524.32; Orange County; California","Census Tract 524.32","Orange"," California","B03002_012",658,242,"B03002_003",1481,397,"B03002_001",7852,644,8.38003056546103,18.8614365766684,"core","Other",NA
06059052433,"Census Tract 524.33; Orange County; California","Census Tract 524.33","Orange"," California","B03002_012",1300,596,"B03002_003",3914,1303,"B03002_001",15339,1749,8.4751287567638,25.5166568876719,"core","Other",NA
06059052434,"Census Tract 524.34; Orange County; California","Census Tract 524.34","Orange"," California","B03002_012",1242,466,"B03002_003",2048,817,"B03002_001",6588,1107,18.8524590163934,31.0868245294475,"core","Other",NA
06059052435,"Census Tract 524.35; Orange County; California","Census Tract 524.35","Orange"," California","B03002_012",2100,1620,"B03002_003",1987,588,"B03002_001",7077,1169,29.673590504451,28.0768687296877,"core","Other",NA
06059052436,"Census Tract 524.36; Orange County; California","Census Tract 524.36","Orange"," California","B03002_012",61,103,"B03002_003",1295,714,"B03002_001",5180,765,1.17760617760618,25,"core","Other",NA
06059052437,"Census Tract 524.37; Orange County; California","Census Tract 524.37","Orange"," California","B03002_012",191,184,"B03002_003",1392,490,"B03002_001",5118,763,3.73192653380227,27.1981242672919,"core","Other",NA
06059052438,"Census Tract 524.38; Orange County; California","Census Tract 524.38","Orange"," California","B03002_012",790,185,"B03002_003",1216,350,"B03002_001",7021,690,11.2519584104828,17.3194701609457,"core","Other",NA
06059052439,"Census Tract 524.39; Orange County; California","Census Tract 524.39","Orange"," California","B03002_012",506,292,"B03002_003",2950,800,"B03002_001",9807,1269,5.15957989191394,30.0805547058224,"core","Other",NA
06059052502,"Census Tract 525.02; Orange County; California","Census Tract 525.02","Orange"," California","B03002_012",1262,316,"B03002_003",2749,542,"B03002_001",5614,541,22.4795154969719,48.9668685429284,"core","Other",NA
06059052505,"Census Tract 525.05; Orange County; California","Census Tract 525.05","Orange"," California","B03002_012",526,238,"B03002_003",2195,426,"B03002_001",4923,545,10.6845419459679,44.5866341661588,"core","Other",NA
06059052506,"Census Tract 525.06; Orange County; California","Census Tract 525.06","Orange"," California","B03002_012",278,108,"B03002_003",1547,245,"B03002_001",2671,291,10.4080868588544,57.9183826282291,"core","Other",NA
06059052511,"Census Tract 525.11; Orange County; California","Census Tract 525.11","Orange"," California","B03002_012",620,312,"B03002_003",3242,692,"B03002_001",6632,948,9.34861278648975,48.8841978287093,"core","Other",NA
06059052513,"Census Tract 525.13; Orange County; California","Census Tract 525.13","Orange"," California","B03002_012",513,330,"B03002_003",3383,478,"B03002_001",5849,599,8.77073003932296,57.8389468285177,"core","Other",NA
06059052514,"Census Tract 525.14; Orange County; California","Census Tract 525.14","Orange"," California","B03002_012",1112,524,"B03002_003",2729,634,"B03002_001",5643,919,19.705830232146,48.3608009923799,"core","Other",NA
06059052518,"Census Tract 525.18; Orange County; California","Census Tract 525.18","Orange"," California","B03002_012",787,258,"B03002_003",4040,539,"B03002_001",7784,659,10.1104830421377,51.9013360739979,"core","Other",NA
06059052519,"Census Tract 525.19; Orange County; California","Census Tract 525.19","Orange"," California","B03002_012",379,208,"B03002_003",2079,440,"B03002_001",4243,501,8.9323591798256,48.9983502238982,"core","Other",NA
06059052520,"Census Tract 525.20; Orange County; California","Census Tract 525.20","Orange"," California","B03002_012",453,218,"B03002_003",1995,542,"B03002_001",3522,557,12.8620102214651,56.6439522998296,"core","Other",NA
06059052521,"Census Tract 525.21; Orange County; California","Census Tract 525.21","Orange"," California","B03002_012",760,295,"B03002_003",2908,711,"B03002_001",6089,983,12.4815240597799,47.7582525866316,"core","Other",NA
06059052522,"Census Tract 525.22; Orange County; California","Census Tract 525.22","Orange"," California","B03002_012",662,287,"B03002_003",1308,311,"B03002_001",3920,376,16.8877551020408,33.3673469387755,"core","Other",NA
06059052523,"Census Tract 525.23; Orange County; California","Census Tract 525.23","Orange"," California","B03002_012",461,136,"B03002_003",1833,320,"B03002_001",4564,454,10.1007887817704,40.1621384750219,"core","Other",NA
06059052524,"Census Tract 525.24; Orange County; California","Census Tract 525.24","Orange"," California","B03002_012",1830,457,"B03002_003",2497,388,"B03002_001",7793,868,23.4826126010522,32.0415757731297,"core","Other",NA
06059052526,"Census Tract 525.26; Orange County; California","Census Tract 525.26","Orange"," California","B03002_012",559,261,"B03002_003",1820,334,"B03002_001",4126,484,13.5482307319438,44.1105186621425,"core","Other",NA
06059052527,"Census Tract 525.27; Orange County; California","Census Tract 525.27","Orange"," California","B03002_012",679,255,"B03002_003",2982,993,"B03002_001",8167,1016,8.31394636953594,36.5127953961063,"core","Other",NA
06059052528,"Census Tract 525.28; Orange County; California","Census Tract 525.28","Orange"," California","B03002_012",545,304,"B03002_003",1598,440,"B03002_001",4227,742,12.893304944405,37.8045895434114,"core","Other",NA
06059052529,"Census Tract 525.29; Orange County; California","Census Tract 525.29","Orange"," California","B03002_012",289,195,"B03002_003",537,255,"B03002_001",3250,753,8.89230769230769,16.5230769230769,"core","Other",NA
06059052530,"Census Tract 525.30; Orange County; California","Census Tract 525.30","Orange"," California","B03002_012",585,458,"B03002_003",1767,543,"B03002_001",6359,1124,9.19955967919484,27.7873879540808,"core","Other",NA
06059052531,"Census Tract 525.31; Orange County; California","Census Tract 525.31","Orange"," California","B03002_012",343,276,"B03002_003",1296,880,"B03002_001",4091,908,8.38425812759716,31.6792960156441,"core","Other",NA
06059052532,"Census Tract 525.32; Orange County; California","Census Tract 525.32","Orange"," California","B03002_012",905,287,"B03002_003",1715,670,"B03002_001",5865,836,15.4305200341006,29.2412617220801,"core","Other",NA
06059052533,"Census Tract 525.33; Orange County; California","Census Tract 525.33","Orange"," California","B03002_012",657,194,"B03002_003",2707,536,"B03002_001",7093,869,9.26265332017482,38.1643874242211,"core","Other",NA
06059052534,"Census Tract 525.34; Orange County; California","Census Tract 525.34","Orange"," California","B03002_012",557,289,"B03002_003",1161,606,"B03002_001",2664,658,20.9084084084084,43.5810810810811,"core","Other",NA
06059052535,"Census Tract 525.35; Orange County; California","Census Tract 525.35","Orange"," California","B03002_012",491,189,"B03002_003",1443,604,"B03002_001",5216,836,9.41334355828221,27.6648773006135,"core","Other",NA
06059062605,"Census Tract 626.05; Orange County; California","Census Tract 626.05","Orange"," California","B03002_012",286,149,"B03002_003",2502,318,"B03002_001",2999,320,9.53651217072357,83.4278092697566,"core","70+ NL White",NA
06059062610,"Census Tract 626.10; Orange County; California","Census Tract 626.10","Orange"," California","B03002_012",1187,494,"B03002_003",6316,868,"B03002_001",12918,1457,9.18872890540331,48.8930174949683,"core","Other",NA
06059062611,"Census Tract 626.11; Orange County; California","Census Tract 626.11","Orange"," California","B03002_012",711,325,"B03002_003",1533,342,"B03002_001",4641,565,15.3199741435036,33.0316742081448,"core","Other",NA
06059062614,"Census Tract 626.14; Orange County; California","Census Tract 626.14","Orange"," California","B03002_012",3903,863,"B03002_003",5745,880,"B03002_001",20432,1573,19.1023884103367,28.1176585747847,"core","Other",NA
06059062619,"Census Tract 626.19; Orange County; California","Census Tract 626.19","Orange"," California","B03002_012",268,165,"B03002_003",2904,349,"B03002_001",3665,458,7.31241473396999,79.2360163710778,"core","70+ NL White",NA
06059062620,"Census Tract 626.20; Orange County; California","Census Tract 626.20","Orange"," California","B03002_012",419,252,"B03002_003",4099,503,"B03002_001",5027,579,8.33499104833897,81.5396856972349,"core","70+ NL White",NA
06059062622,"Census Tract 626.22; Orange County; California","Census Tract 626.22","Orange"," California","B03002_012",312,192,"B03002_003",2533,354,"B03002_001",4213,368,7.4056491811061,60.1234274863518,"core","Other",NA
06059062625,"Census Tract 626.25; Orange County; California","Census Tract 626.25","Orange"," California","B03002_012",1567,391,"B03002_003",2483,775,"B03002_001",4698,867,33.3546189868029,52.8522775649212,"core","Other",NA
06059062626,"Census Tract 626.26; Orange County; California","Census Tract 626.26","Orange"," California","B03002_012",264,199,"B03002_003",837,256,"B03002_001",2633,365,10.0265856437524,31.788834029624,"core","Other",NA
06059062627,"Census Tract 626.27; Orange County; California","Census Tract 626.27","Orange"," California","B03002_012",584,237,"B03002_003",1322,353,"B03002_001",3970,729,14.7103274559194,33.2997481108312,"core","Other",NA
06059062628,"Census Tract 626.28; Orange County; California","Census Tract 626.28","Orange"," California","B03002_012",387,117,"B03002_003",1158,193,"B03002_001",3516,240,11.0068259385666,32.9351535836177,"core","Other",NA
06059062629,"Census Tract 626.29; Orange County; California","Census Tract 626.29","Orange"," California","B03002_012",332,154,"B03002_003",1165,157,"B03002_001",2421,207,13.7133415943825,48.1206113176373,"core","Other",NA
06059062630,"Census Tract 626.30; Orange County; California","Census Tract 626.30","Orange"," California","B03002_012",150,181,"B03002_003",1046,237,"B03002_001",1784,358,8.40807174887892,58.6322869955157,"core","Other",NA
06059062631,"Census Tract 626.31; Orange County; California","Census Tract 626.31","Orange"," California","B03002_012",109,95,"B03002_003",2307,298,"B03002_001",3304,300,3.29903147699758,69.8244552058111,"core","Other",NA
06059062632,"Census Tract 626.32; Orange County; California","Census Tract 626.32","Orange"," California","B03002_012",219,108,"B03002_003",3487,513,"B03002_001",4107,486,5.33235938641344,84.9038227416606,"core","70+ NL White",NA
06059062633,"Census Tract 626.33; Orange County; California","Census Tract 626.33","Orange"," California","B03002_012",766,271,"B03002_003",4070,545,"B03002_001",6504,554,11.7773677736777,62.5768757687577,"core","Other",NA
06059062634,"Census Tract 626.34; Orange County; California","Census Tract 626.34","Orange"," California","B03002_012",757,177,"B03002_003",2960,372,"B03002_001",4676,379,16.1890504704876,63.3019674935843,"core","Other",NA
06059062635,"Census Tract 626.35; Orange County; California","Census Tract 626.35","Orange"," California","B03002_012",632,238,"B03002_003",3281,701,"B03002_001",4786,860,13.2051817801922,68.5541161721688,"core","Other",NA
06059062636,"Census Tract 626.36; Orange County; California","Census Tract 626.36","Orange"," California","B03002_012",1114,696,"B03002_003",1884,345,"B03002_001",3908,766,28.5056294779939,48.2088024564995,"core","Other",NA
06059062637,"Census Tract 626.37; Orange County; California","Census Tract 626.37","Orange"," California","B03002_012",1074,265,"B03002_003",3510,615,"B03002_001",5876,683,18.2777399591559,59.7345132743363,"core","Other",NA
06059062638,"Census Tract 626.38; Orange County; California","Census Tract 626.38","Orange"," California","B03002_012",1519,504,"B03002_003",2853,752,"B03002_001",6412,647,23.6899563318777,44.4946974422957,"core","Other",NA
06059062639,"Census Tract 626.39; Orange County; California","Census Tract 626.39","Orange"," California","B03002_012",1408,537,"B03002_003",4540,738,"B03002_001",8181,1065,17.2106099498839,55.4944383327222,"core","Other",NA
06059062640,"Census Tract 626.40; Orange County; California","Census Tract 626.40","Orange"," California","B03002_012",571,302,"B03002_003",2110,322,"B03002_001",3366,409,16.9637551990493,62.6856803327392,"core","Other",NA
06059062641,"Census Tract 626.41; Orange County; California","Census Tract 626.41","Orange"," California","B03002_012",1237,333,"B03002_003",2731,445,"B03002_001",5377,576,23.0053933420123,50.7904035707644,"core","Other",NA
06059062642,"Census Tract 626.42; Orange County; California","Census Tract 626.42","Orange"," California","B03002_012",329,290,"B03002_003",2492,378,"B03002_001",3071,478,10.7131227613155,81.1462064474113,"core","70+ NL White",NA
06059062643,"Census Tract 626.43; Orange County; California","Census Tract 626.43","Orange"," California","B03002_012",606,378,"B03002_003",3716,456,"B03002_001",6315,651,9.59619952494062,58.8440221694378,"core","Other",NA
06059062645,"Census Tract 626.45; Orange County; California","Census Tract 626.45","Orange"," California","B03002_012",585,360,"B03002_003",4211,578,"B03002_001",6124,761,9.55258001306336,68.7622468974527,"core","Other",NA
06059062646,"Census Tract 626.46; Orange County; California","Census Tract 626.46","Orange"," California","B03002_012",253,138,"B03002_003",2293,305,"B03002_001",3233,348,7.82554902567275,70.924837612125,"core","70+ NL White",NA
06059062647,"Census Tract 626.47; Orange County; California","Census Tract 626.47","Orange"," California","B03002_012",733,278,"B03002_003",2939,582,"B03002_001",4796,628,15.2835696413678,61.28023352794,"core","Other",NA
06059062648,"Census Tract 626.48; Orange County; California","Census Tract 626.48","Orange"," California","B03002_012",157,96,"B03002_003",2250,347,"B03002_001",3271,393,4.79975542647508,68.7863038826047,"core","Other",NA
06059062649,"Census Tract 626.49; Orange County; California","Census Tract 626.49","Orange"," California","B03002_012",313,201,"B03002_003",2452,316,"B03002_001",3459,341,9.04885805145996,70.8875397513732,"core","70+ NL White",NA
06059062650,"Census Tract 626.50; Orange County; California","Census Tract 626.50","Orange"," California","B03002_012",349,189,"B03002_003",2679,690,"B03002_001",4981,704,7.00662517566754,53.7843806464565,"core","Other",NA
06059062651,"Census Tract 626.51; Orange County; California","Census Tract 626.51","Orange"," California","B03002_012",314,173,"B03002_003",2099,697,"B03002_001",3139,627,10.0031857279388,66.8684294361261,"core","Other",NA
06059062652,"Census Tract 626.52; Orange County; California","Census Tract 626.52","Orange"," California","B03002_012",913,203,"B03002_003",2821,329,"B03002_001",4897,436,18.6440677966102,57.6066979783541,"core","Other",NA
06059062653,"Census Tract 626.53; Orange County; California","Census Tract 626.53","Orange"," California","B03002_012",621,217,"B03002_003",2801,492,"B03002_001",6936,619,8.95328719723183,40.383506343714,"core","Other",NA
06059062654,"Census Tract 626.54; Orange County; California","Census Tract 626.54","Orange"," California","B03002_012",1020,670,"B03002_003",3119,970,"B03002_001",7516,1736,13.571048430016,41.4981373070782,"core","Other",NA
06059062655,"Census Tract 626.55; Orange County; California","Census Tract 626.55","Orange"," California","B03002_012",316,291,"B03002_003",2083,394,"B03002_001",3783,522,8.35315886862278,55.0621200105736,"core","Other",NA
06059062656,"Census Tract 626.56; Orange County; California","Census Tract 626.56","Orange"," California","B03002_012",119,130,"B03002_003",3357,611,"B03002_001",3635,563,3.27372764786795,92.3521320495186,"core","70+ NL White",NA
06059062657,"Census Tract 626.57; Orange County; California","Census Tract 626.57","Orange"," California","B03002_012",254,194,"B03002_003",2742,784,"B03002_001",3748,699,6.7769477054429,73.1590181430096,"core","70+ NL White",NA
06059062658,"Census Tract 626.58; Orange County; California","Census Tract 626.58","Orange"," California","B03002_012",567,247,"B03002_003",3819,579,"B03002_001",4951,523,11.452231872349,77.1359321349222,"core","70+ NL White",NA
06059062701,"Census Tract 627.01; Orange County; California","Census Tract 627.01","Orange"," California","B03002_012",106,71,"B03002_003",2407,346,"B03002_001",2646,356,4.00604686318972,90.9674981103553,"core","70+ NL White",NA
06059062702,"Census Tract 627.02; Orange County; California","Census Tract 627.02","Orange"," California","B03002_012",349,186,"B03002_003",3327,567,"B03002_001",4166,898,8.37734037445991,79.8607777244359,"core","70+ NL White",NA
06059062800,"Census Tract 628; Orange County; California","Census Tract 628","Orange"," California","B03002_012",343,295,"B03002_003",2491,408,"B03002_001",3556,649,9.64566929133858,70.0506186726659,"core","70+ NL White",NA
06059062900,"Census Tract 629; Orange County; California","Census Tract 629","Orange"," California","B03002_012",97,101,"B03002_003",1511,189,"B03002_001",1726,234,5.61993047508691,87.5434530706837,"core","70+ NL White",NA
06059063004,"Census Tract 630.04; Orange County; California","Census Tract 630.04","Orange"," California","B03002_012",422,145,"B03002_003",4662,624,"B03002_001",6018,680,7.01229644400133,77.4675972083749,"core","70+ NL White",NA
06059063005,"Census Tract 630.05; Orange County; California","Census Tract 630.05","Orange"," California","B03002_012",55,46,"B03002_003",1363,199,"B03002_001",1510,176,3.64238410596026,90.2649006622517,"core","70+ NL White",NA
06059063006,"Census Tract 630.06; Orange County; California","Census Tract 630.06","Orange"," California","B03002_012",62,58,"B03002_003",2243,396,"B03002_001",2346,403,2.64279624893436,95.6095481670929,"core","70+ NL White",NA
06059063007,"Census Tract 630.07; Orange County; California","Census Tract 630.07","Orange"," California","B03002_012",439,161,"B03002_003",4940,550,"B03002_001",6573,924,6.678837669253,75.1559409706375,"core","70+ NL White",NA
06059063008,"Census Tract 630.08; Orange County; California","Census Tract 630.08","Orange"," California","B03002_012",400,467,"B03002_003",1685,332,"B03002_001",2502,720,15.9872102318145,67.3461231015188,"core","Other",NA
06059063009,"Census Tract 630.09; Orange County; California","Census Tract 630.09","Orange"," California","B03002_012",197,102,"B03002_003",1351,195,"B03002_001",1666,221,11.8247298919568,81.0924369747899,"core","70+ NL White",NA
06059063010,"Census Tract 630.10; Orange County; California","Census Tract 630.10","Orange"," California","B03002_012",1158,470,"B03002_003",4882,767,"B03002_001",6629,798,17.4686981445165,73.6461004676422,"core","70+ NL White",NA
06059063101,"Census Tract 631.01; Orange County; California","Census Tract 631.01","Orange"," California","B03002_012",780,190,"B03002_003",1761,283,"B03002_001",3117,379,25.0240615976901,56.4966313763234,"core","Other",NA
06059063102,"Census Tract 631.02; Orange County; California","Census Tract 631.02","Orange"," California","B03002_012",933,245,"B03002_003",4513,577,"B03002_001",6283,518,14.8495941429254,71.8287442304632,"core","70+ NL White",NA
06059063103,"Census Tract 631.03; Orange County; California","Census Tract 631.03","Orange"," California","B03002_012",351,171,"B03002_003",2945,902,"B03002_001",3528,890,9.94897959183673,83.4750566893424,"core","70+ NL White",NA
06059063201,"Census Tract 632.01; Orange County; California","Census Tract 632.01","Orange"," California","B03002_012",536,260,"B03002_003",2739,364,"B03002_001",3819,396,14.0350877192982,71.7203456402199,"core","70+ NL White",NA
06059063202,"Census Tract 632.02; Orange County; California","Census Tract 632.02","Orange"," California","B03002_012",639,291,"B03002_003",2828,459,"B03002_001",3653,534,17.4924719408705,77.4158226115522,"core","70+ NL White",NA
06059063301,"Census Tract 633.01; Orange County; California","Census Tract 633.01","Orange"," California","B03002_012",446,154,"B03002_003",2434,471,"B03002_001",3133,465,14.2355569741462,77.6891158633897,"core","70+ NL White",NA
06059063302,"Census Tract 633.02; Orange County; California","Census Tract 633.02","Orange"," California","B03002_012",417,254,"B03002_003",3069,352,"B03002_001",4055,420,10.2836004932183,75.6843403205919,"core","70+ NL White",NA
06059063400,"Census Tract 634; Orange County; California","Census Tract 634","Orange"," California","B03002_012",162,129,"B03002_003",4563,582,"B03002_001",5016,553,3.22966507177034,90.9688995215311,"core","70+ NL White",NA
06059063500,"Census Tract 635; Orange County; California","Census Tract 635","Orange"," California","B03002_012",1176,581,"B03002_003",5082,991,"B03002_001",6542,1153,17.9761540813207,77.6826658514216,"core","70+ NL White",NA
06059063601,"Census Tract 636.01; Orange County; California","Census Tract 636.01","Orange"," California","B03002_012",1180,409,"B03002_003",2703,674,"B03002_001",4308,744,27.3909006499536,62.7437325905292,"core","Other",NA
06059063603,"Census Tract 636.03; Orange County; California","Census Tract 636.03","Orange"," California","B03002_012",629,286,"B03002_003",3955,544,"B03002_001",5078,543,12.3867664434817,77.8849940921623,"core","70+ NL White",NA
06059063604,"Census Tract 636.04; Orange County; California","Census Tract 636.04","Orange"," California","B03002_012",1598,371,"B03002_003",1663,291,"B03002_001",3811,469,41.9312516399895,43.6368407242194,"core","Other",NA
06059063605,"Census Tract 636.05; Orange County; California","Census Tract 636.05","Orange"," California","B03002_012",3946,1046,"B03002_003",1447,305,"B03002_001",5878,922,67.1316774413066,24.6172167403879,"core","Other",NA
06059063701,"Census Tract 637.01; Orange County; California","Census Tract 637.01","Orange"," California","B03002_012",4456,865,"B03002_003",874,219,"B03002_001",6068,872,73.4344100197759,14.403427818062,"core","70+ Latino",NA
06059063702,"Census Tract 637.02; Orange County; California","Census Tract 637.02","Orange"," California","B03002_012",3123,594,"B03002_003",2395,395,"B03002_001",6133,587,50.9212457198761,39.0510353823577,"core","Other",NA
06059063802,"Census Tract 638.02; Orange County; California","Census Tract 638.02","Orange"," California","B03002_012",649,206,"B03002_003",2048,540,"B03002_001",3045,569,21.3136288998358,67.2577996715928,"core","Other",NA
06059063803,"Census Tract 638.03; Orange County; California","Census Tract 638.03","Orange"," California","B03002_012",1486,580,"B03002_003",2592,501,"B03002_001",4507,599,32.9709341025072,57.5105391613046,"core","Other",NA
06059063805,"Census Tract 638.05; Orange County; California","Census Tract 638.05","Orange"," California","B03002_012",749,231,"B03002_003",1647,242,"B03002_001",2716,343,27.5773195876289,60.640648011782,"core","Other",NA
06059063806,"Census Tract 638.06; Orange County; California","Census Tract 638.06","Orange"," California","B03002_012",1187,463,"B03002_003",2200,279,"B03002_001",3889,500,30.5219850861404,56.5698122910774,"core","Other",NA
06059063807,"Census Tract 638.07; Orange County; California","Census Tract 638.07","Orange"," California","B03002_012",1645,596,"B03002_003",2351,476,"B03002_001",4559,661,36.0824742268041,51.5683263873657,"core","Other",NA
06059063808,"Census Tract 638.08; Orange County; California","Census Tract 638.08","Orange"," California","B03002_012",3610,480,"B03002_003",1076,241,"B03002_001",4959,471,72.7969348659004,21.6979229683404,"core","70+ Latino",NA
06059063902,"Census Tract 639.02; Orange County; California","Census Tract 639.02","Orange"," California","B03002_012",1674,388,"B03002_003",3656,854,"B03002_001",6500,809,25.7538461538462,56.2461538461538,"core","Other",NA
06059063903,"Census Tract 639.03; Orange County; California","Census Tract 639.03","Orange"," California","B03002_012",1435,412,"B03002_003",1628,258,"B03002_001",3851,491,37.2630485588159,42.2747338353674,"core","Other",NA
06059063904,"Census Tract 639.04; Orange County; California","Census Tract 639.04","Orange"," California","B03002_012",2133,486,"B03002_003",1665,307,"B03002_001",4599,596,46.3796477495108,36.2035225048924,"core","Other",NA
06059063905,"Census Tract 639.05; Orange County; California","Census Tract 639.05","Orange"," California","B03002_012",580,310,"B03002_003",2364,324,"B03002_001",3739,417,15.5121690291522,63.225461353303,"core","Other",NA
06059063906,"Census Tract 639.06; Orange County; California","Census Tract 639.06","Orange"," California","B03002_012",3580,1418,"B03002_003",2017,458,"B03002_001",6444,1379,55.5555555555556,31.300434512725,"core","Other",NA
06059063908,"Census Tract 639.08; Orange County; California","Census Tract 639.08","Orange"," California","B03002_012",2062,530,"B03002_003",2514,485,"B03002_001",6233,672,33.081982993743,40.3337076849029,"core","Other",NA
06059063909,"Census Tract 639.09; Orange County; California","Census Tract 639.09","Orange"," California","B03002_012",847,288,"B03002_003",1423,379,"B03002_001",3692,506,22.9414951245937,38.5427952329361,"core","Other",NA
06059063910,"Census Tract 639.10; Orange County; California","Census Tract 639.10","Orange"," California","B03002_012",1389,476,"B03002_003",1546,361,"B03002_001",4441,540,31.2767394730916,34.8119792839451,"core","Other",NA
06059074003,"Census Tract 740.03; Orange County; California","Census Tract 740.03","Orange"," California","B03002_012",2049,249,"B03002_003",592,171,"B03002_001",3552,262,57.6858108108108,16.6666666666667,"core","Other",NA
06059074004,"Census Tract 740.04; Orange County; California","Census Tract 740.04","Orange"," California","B03002_012",5451,1431,"B03002_003",593,286,"B03002_001",7793,1468,69.9473886821506,7.60939304504042,"core","Other",NA
06059074005,"Census Tract 740.05; Orange County; California","Census Tract 740.05","Orange"," California","B03002_012",4998,1020,"B03002_003",872,335,"B03002_001",7031,946,71.0851941402361,12.4022187455554,"core","70+ Latino",NA
