"GEOID","FULL_NAME","tract","county","state","variable.x","Hispanic","moe.x","variable.y","White","moe.y","variable","Total","moe","Hispanic_Percent","White_Percent","category","Neighborhood_type","indicator_other"
06019006605,"Census Tract 66.05; Fresno County; California","Census Tract 66.05","Fresno"," California","B03002_012",1578,975,"B03002_003",521,243,"B03002_001",2170,950,72.7188940092166,24.0092165898618,"core","70+ Latino",NA
06019006606,"Census Tract 66.06; Fresno County; California","Census Tract 66.06","Fresno"," California","B03002_012",5135,481,"B03002_003",93,59,"B03002_001",5254,474,97.7350590026646,1.77007993909402,"core","70+ Latino",NA
06019006700,"Census Tract 67; Fresno County; California","Census Tract 67","Fresno"," California","B03002_012",4834,647,"B03002_003",1725,412,"B03002_001",6946,775,69.5940109415491,24.8344370860927,"core","Other",NA
06019006802,"Census Tract 68.02; Fresno County; California","Census Tract 68.02","Fresno"," California","B03002_012",2937,594,"B03002_003",358,211,"B03002_001",3332,528,88.1452581032413,10.7442977190876,"core","70+ Latino",NA
06019006900,"Census Tract 69; Fresno County; California","Census Tract 69","Fresno"," California","B03002_012",2519,486,"B03002_003",379,128,"B03002_001",3069,459,82.078853046595,12.3492994460736,"core","70+ Latino",NA
06019007002,"Census Tract 70.02; Fresno County; California","Census Tract 70.02","Fresno"," California","B03002_012",4698,1069,"B03002_003",374,165,"B03002_001",5227,1032,89.8794719724507,7.1551559211785,"core","70+ Latino",NA
06019007003,"Census Tract 70.03; Fresno County; California","Census Tract 70.03","Fresno"," California","B03002_012",6202,1102,"B03002_003",770,320,"B03002_001",7650,1207,81.0718954248366,10.0653594771242,"core","70+ Latino",NA
06019007004,"Census Tract 70.04; Fresno County; California","Census Tract 70.04","Fresno"," California","B03002_012",4286,710,"B03002_003",1308,336,"B03002_001",5980,871,71.6722408026756,21.8729096989967,"core","70+ Latino",NA
06019007101,"Census Tract 71.01; Fresno County; California","Census Tract 71.01","Fresno"," California","B03002_012",5205,623,"B03002_003",124,75,"B03002_001",5582,613,93.2461483339305,2.22142601218201,"core","70+ Latino",NA
06019007102,"Census Tract 71.02; Fresno County; California","Census Tract 71.02","Fresno"," California","B03002_012",2017,1255,"B03002_003",139,135,"B03002_001",2213,1268,91.1432444645278,6.28106642566652,"core","70+ Latino",NA
06019007202,"Census Tract 72.02; Fresno County; California","Census Tract 72.02","Fresno"," California","B03002_012",4046,1242,"B03002_003",1566,473,"B03002_001",5916,1056,68.3908045977011,26.4705882352941,"core","Other",NA
06019007203,"Census Tract 72.03; Fresno County; California","Census Tract 72.03","Fresno"," California","B03002_012",539,227,"B03002_003",1201,442,"B03002_001",1966,513,27.4160732451679,61.088504577823,"core","Other",NA
06019007204,"Census Tract 72.04; Fresno County; California","Census Tract 72.04","Fresno"," California","B03002_012",2203,678,"B03002_003",3302,792,"B03002_001",6224,894,35.3952442159383,53.0526992287918,"core","Other",NA
06019007300,"Census Tract 73; Fresno County; California","Census Tract 73","Fresno"," California","B03002_012",1901,432,"B03002_003",1305,355,"B03002_001",3898,568,48.7685992816829,33.4787070292458,"core","Other",NA
06019007400,"Census Tract 74; Fresno County; California","Census Tract 74","Fresno"," California","B03002_012",2035,522,"B03002_003",818,252,"B03002_001",2857,542,71.2285614280714,28.6314315715786,"core","70+ Latino",NA
06019007500,"Census Tract 75; Fresno County; California","Census Tract 75","Fresno"," California","B03002_012",3229,783,"B03002_003",1247,318,"B03002_001",4905,728,65.8307849133537,25.4230377166157,"core","Other",NA
06019007600,"Census Tract 76; Fresno County; California","Census Tract 76","Fresno"," California","B03002_012",2688,644,"B03002_003",873,299,"B03002_001",3795,656,70.8300395256917,23.00395256917,"core","70+ Latino",NA
06019007700,"Census Tract 77; Fresno County; California","Census Tract 77","Fresno"," California","B03002_012",4699,1318,"B03002_003",820,322,"B03002_001",5610,1201,83.7611408199644,14.6167557932264,"core","70+ Latino",NA
06019007801,"Census Tract 78.01; Fresno County; California","Census Tract 78.01","Fresno"," California","B03002_012",2758,640,"B03002_003",21,34,"B03002_001",2827,617,97.559250088433,0.742836929607358,"core","70+ Latino",NA
06019007802,"Census Tract 78.02; Fresno County; California","Census Tract 78.02","Fresno"," California","B03002_012",4120,643,"B03002_003",168,225,"B03002_001",4489,566,91.7799064379595,3.74248162174204,"core","70+ Latino",NA
06019007903,"Census Tract 79.03; Fresno County; California","Census Tract 79.03","Fresno"," California","B03002_012",4321,529,"B03002_003",1384,160,"B03002_001",6694,529,64.5503435912758,20.6752315506424,"core","Other",NA
06019008000,"Census Tract 80; Fresno County; California","Census Tract 80","Fresno"," California","B03002_012",3366,640,"B03002_003",1776,410,"B03002_001",5323,538,63.2350178470787,33.3646439977456,"core","Other",NA
06019008100,"Census Tract 81; Fresno County; California","Census Tract 81","Fresno"," California","B03002_012",4416,598,"B03002_003",1704,383,"B03002_001",6798,581,64.9602824360106,25.0661959399824,"core","Other",NA
06019008200,"Census Tract 82; Fresno County; California","Census Tract 82","Fresno"," California","B03002_012",5551,420,"B03002_003",220,105,"B03002_001",5946,414,93.3568785738312,3.69996636394215,"core","70+ Latino",NA
06019008301,"Census Tract 83.01; Fresno County; California","Census Tract 83.01","Fresno"," California","B03002_012",5185,625,"B03002_003",216,355,"B03002_001",5401,575,96.0007406035919,3.99925939640807,"core","70+ Latino",NA
06019008303,"Census Tract 83.03; Fresno County; California","Census Tract 83.03","Fresno"," California","B03002_012",4741,725,"B03002_003",0,13,"B03002_001",4752,727,99.7685185185185,0,"core","70+ Latino",NA
06019008304,"Census Tract 83.04; Fresno County; California","Census Tract 83.04","Fresno"," California","B03002_012",3968,550,"B03002_003",242,63,"B03002_001",4473,557,88.7100380058126,5.41023921305611,"core","70+ Latino",NA
06019008402,"Census Tract 84.02; Fresno County; California","Census Tract 84.02","Fresno"," California","B03002_012",646,245,"B03002_003",169,69,"B03002_001",815,225,79.2638036809816,20.7361963190184,"core","70+ Latino",NA
06019008403,"Census Tract 84.03; Fresno County; California","Census Tract 84.03","Fresno"," California","B03002_012",1848,567,"B03002_003",43,77,"B03002_001",1891,547,97.7260708619778,2.27392913802221,"core","70+ Latino",NA
06019008404,"Census Tract 84.04; Fresno County; California","Census Tract 84.04","Fresno"," California","B03002_012",3599,567,"B03002_003",126,124,"B03002_001",3748,560,96.0245464247599,3.36179295624333,"core","70+ Latino",NA
06019008405,"Census Tract 84.05; Fresno County; California","Census Tract 84.05","Fresno"," California","B03002_012",2632,668,"B03002_003",72,54,"B03002_001",2708,655,97.1935007385524,2.65878877400295,"core","70+ Latino",NA
06019008501,"Census Tract 85.01; Fresno County; California","Census Tract 85.01","Fresno"," California","B03002_012",4717,971,"B03002_003",235,174,"B03002_001",4968,954,94.9476650563607,4.73027375201288,"core","70+ Latino",NA
06019008503,"Census Tract 85.03; Fresno County; California","Census Tract 85.03","Fresno"," California","B03002_012",3740,674,"B03002_003",185,300,"B03002_001",3998,597,93.5467733866933,4.62731365682841,"core","70+ Latino",NA
06019008504,"Census Tract 85.04; Fresno County; California","Census Tract 85.04","Fresno"," California","B03002_012",3789,500,"B03002_003",96,105,"B03002_001",3893,528,97.3285384022605,2.46596455175957,"core","70+ Latino",NA
06019008600,"Census Tract 86; Fresno County; California","Census Tract 86","Fresno"," California","B03002_012",2126,311,"B03002_003",892,264,"B03002_001",4237,509,50.1770120368185,21.0526315789474,"core","Other",NA
06021010101,"Census Tract 101.01; Glenn County; California","Census Tract 101.01","Glenn"," California","B03002_012",2283,473,"B03002_003",1966,306,"B03002_001",4432,563,51.5117328519856,44.3592057761733,NA,"Other",NA
06021010102,"Census Tract 101.02; Glenn County; California","Census Tract 101.02","Glenn"," California","B03002_012",2649,579,"B03002_003",1888,287,"B03002_001",4684,591,56.5542271562767,40.3074295473954,NA,"Other",NA
06021010200,"Census Tract 102; Glenn County; California","Census Tract 102","Glenn"," California","B03002_012",1930,307,"B03002_003",2975,346,"B03002_001",5200,364,37.1153846153846,57.2115384615385,NA,"Other",NA
06021010300,"Census Tract 103; Glenn County; California","Census Tract 103","Glenn"," California","B03002_012",303,167,"B03002_003",1532,260,"B03002_001",2011,283,15.0671307807061,76.1810044753854,NA,"Other",NA
06021010401,"Census Tract 104.01; Glenn County; California","Census Tract 104.01","Glenn"," California","B03002_012",434,139,"B03002_003",735,229,"B03002_001",1270,157,34.1732283464567,57.8740157480315,NA,"Other",NA
06021010402,"Census Tract 104.02; Glenn County; California","Census Tract 104.02","Glenn"," California","B03002_012",2049,574,"B03002_003",3264,565,"B03002_001",6201,42,33.0430575713595,52.636671504596,NA,"Other",NA
06021010501,"Census Tract 105.01; Glenn County; California","Census Tract 105.01","Glenn"," California","B03002_012",2593,470,"B03002_003",882,219,"B03002_001",3618,462,71.6694306246545,24.3781094527363,NA,"Other",NA
06021010502,"Census Tract 105.02; Glenn County; California","Census Tract 105.02","Glenn"," California","B03002_012",177,127,"B03002_003",981,178,"B03002_001",1241,213,14.262691377921,79.0491539081386,NA,"Other",NA
06023000100,"Census Tract 1; Humboldt County; California","Census Tract 1","Humboldt"," California","B03002_012",930,445,"B03002_003",2761,427,"B03002_001",4680,644,19.8717948717949,58.9957264957265,NA,"Other",NA
06023000200,"Census Tract 2; Humboldt County; California","Census Tract 2","Humboldt"," California","B03002_012",946,403,"B03002_003",3331,521,"B03002_001",5705,721,16.5819456617003,58.387379491674,NA,"Other",NA
06023000300,"Census Tract 3; Humboldt County; California","Census Tract 3","Humboldt"," California","B03002_012",614,248,"B03002_003",3168,527,"B03002_001",4852,558,12.6545754328112,65.2926628194559,NA,"Other",NA
06023000400,"Census Tract 4; Humboldt County; California","Census Tract 4","Humboldt"," California","B03002_012",400,175,"B03002_003",3190,525,"B03002_001",4107,546,9.73946919892866,77.6722668614561,NA,"Other",NA
06023000500,"Census Tract 5; Humboldt County; California","Census Tract 5","Humboldt"," California","B03002_012",314,194,"B03002_003",2593,441,"B03002_001",3473,488,9.04117477684999,74.6616757846243,NA,"Other",NA
06023000600,"Census Tract 6; Humboldt County; California","Census Tract 6","Humboldt"," California","B03002_012",902,610,"B03002_003",4221,748,"B03002_001",5989,790,15.0609450659542,70.4792118884622,NA,"Other",NA
06023000700,"Census Tract 7; Humboldt County; California","Census Tract 7","Humboldt"," California","B03002_012",536,256,"B03002_003",4264,751,"B03002_001",5703,759,9.39856216026653,74.7676661406277,NA,"Other",NA
06023000800,"Census Tract 8; Humboldt County; California","Census Tract 8","Humboldt"," California","B03002_012",452,169,"B03002_003",3683,457,"B03002_001",4684,602,9.64987190435525,78.6293766011956,NA,"Other",NA
06023000900,"Census Tract 9; Humboldt County; California","Census Tract 9","Humboldt"," California","B03002_012",376,153,"B03002_003",4707,471,"B03002_001",5544,464,6.78210678210678,84.9025974025974,NA,"Other",NA
06023001001,"Census Tract 10.01; Humboldt County; California","Census Tract 10.01","Humboldt"," California","B03002_012",319,190,"B03002_003",2370,923,"B03002_001",2989,854,10.6724657075945,79.2907326865172,NA,"Other",NA
06023001002,"Census Tract 10.02; Humboldt County; California","Census Tract 10.02","Humboldt"," California","B03002_012",633,160,"B03002_003",1991,388,"B03002_001",3382,430,18.7167356593731,58.8704908338261,NA,"Other",NA
06023001102,"Census Tract 11.02; Humboldt County; California","Census Tract 11.02","Humboldt"," California","B03002_012",884,314,"B03002_003",2638,504,"B03002_001",4586,633,19.2760575665068,57.522895769734,NA,"Other",NA
06023001103,"Census Tract 11.03; Humboldt County; California","Census Tract 11.03","Humboldt"," California","B03002_012",121,75,"B03002_003",1645,735,"B03002_001",2128,724,5.68609022556391,77.3026315789474,NA,"Other",NA
06023001200,"Census Tract 12; Humboldt County; California","Census Tract 12","Humboldt"," California","B03002_012",909,328,"B03002_003",3777,456,"B03002_001",4959,429,18.3303085299456,76.1645493042952,NA,"Other",NA
06023001300,"Census Tract 13; Humboldt County; California","Census Tract 13","Humboldt"," California","B03002_012",172,95,"B03002_003",1171,184,"B03002_001",1630,342,10.5521472392638,71.840490797546,NA,"Other",NA
06023010102,"Census Tract 101.02; Humboldt County; California","Census Tract 101.02","Humboldt"," California","B03002_012",149,160,"B03002_003",1668,668,"B03002_001",2294,708,6.49520488230166,72.7114210985179,NA,"Other",NA
06023010200,"Census Tract 102; Humboldt County; California","Census Tract 102","Humboldt"," California","B03002_012",215,102,"B03002_003",2194,305,"B03002_001",2886,402,7.44975744975745,76.022176022176,NA,"Other",NA
06023010300,"Census Tract 103; Humboldt County; California","Census Tract 103","Humboldt"," California","B03002_012",203,109,"B03002_003",2443,310,"B03002_001",3008,322,6.74867021276596,81.2167553191489,NA,"Other",NA
06023010400,"Census Tract 104; Humboldt County; California","Census Tract 104","Humboldt"," California","B03002_012",150,107,"B03002_003",3056,464,"B03002_001",3890,542,3.8560411311054,78.560411311054,NA,"Other",NA
06023010502,"Census Tract 105.02; Humboldt County; California","Census Tract 105.02","Humboldt"," California","B03002_012",831,484,"B03002_003",3903,585,"B03002_001",5467,652,15.2002926650814,71.3919882933968,NA,"Other",NA
06023010503,"Census Tract 105.03; Humboldt County; California","Census Tract 105.03","Humboldt"," California","B03002_012",630,312,"B03002_003",2429,470,"B03002_001",4258,513,14.7956787224049,57.0455612963833,NA,"Other",NA
06023010504,"Census Tract 105.04; Humboldt County; California","Census Tract 105.04","Humboldt"," California","B03002_012",173,162,"B03002_003",3130,544,"B03002_001",3644,503,4.74753018660812,85.8946212952799,NA,"Other",NA
06023010600,"Census Tract 106; Humboldt County; California","Census Tract 106","Humboldt"," California","B03002_012",66,47,"B03002_003",1745,204,"B03002_001",2043,260,3.23054331864905,85.4136074400392,NA,"Other",NA
06023010701,"Census Tract 107.01; Humboldt County; California","Census Tract 107.01","Humboldt"," California","B03002_012",986,568,"B03002_003",3134,582,"B03002_001",4568,597,21.584938704028,68.6077057793345,NA,"Other",NA
06023010702,"Census Tract 107.02; Humboldt County; California","Census Tract 107.02","Humboldt"," California","B03002_012",403,222,"B03002_003",2380,720,"B03002_001",3057,790,13.1828590121034,77.8541053320249,NA,"Other",NA
06023010800,"Census Tract 108; Humboldt County; California","Census Tract 108","Humboldt"," California","B03002_012",528,321,"B03002_003",3670,408,"B03002_001",4809,586,10.9794135995009,76.3152422541069,NA,"Other",NA
06023010901,"Census Tract 109.01; Humboldt County; California","Census Tract 109.01","Humboldt"," California","B03002_012",1036,465,"B03002_003",3073,344,"B03002_001",4588,438,22.5806451612903,66.9790758500436,NA,"Other",NA
06023010902,"Census Tract 109.02; Humboldt County; California","Census Tract 109.02","Humboldt"," California","B03002_012",241,99,"B03002_003",3479,423,"B03002_001",4145,440,5.81423401688782,83.9324487334138,NA,"Other",NA
06023011000,"Census Tract 110; Humboldt County; California","Census Tract 110","Humboldt"," California","B03002_012",982,279,"B03002_003",3571,607,"B03002_001",5156,562,19.0457719162141,69.2591155934833,NA,"Other",NA
06023011100,"Census Tract 111; Humboldt County; California","Census Tract 111","Humboldt"," California","B03002_012",623,256,"B03002_003",3249,527,"B03002_001",4563,419,13.6532982686829,71.2031558185404,NA,"Other",NA
06023011200,"Census Tract 112; Humboldt County; California","Census Tract 112","Humboldt"," California","B03002_012",702,323,"B03002_003",2683,342,"B03002_001",3842,531,18.2717334721499,69.8334200937012,NA,"Other",NA
06023011501,"Census Tract 115.01; Humboldt County; California","Census Tract 115.01","Humboldt"," California","B03002_012",203,272,"B03002_003",1983,651,"B03002_001",2206,641,9.20217588395285,89.8912058023572,NA,"Other",NA
06023011502,"Census Tract 115.02; Humboldt County; California","Census Tract 115.02","Humboldt"," California","B03002_012",24,32,"B03002_003",794,229,"B03002_001",889,242,2.69966254218223,89.3138357705287,NA,"Other",NA
06023011600,"Census Tract 116; Humboldt County; California","Census Tract 116","Humboldt"," California","B03002_012",411,315,"B03002_003",3146,529,"B03002_001",3905,632,10.5249679897567,80.5633802816901,NA,"Other",NA
06023940000,"Census Tract 9400; Humboldt County; California","Census Tract 9400","Humboldt"," California","B03002_012",65,64,"B03002_003",176,62,"B03002_001",2503,463,2.59688373951258,7.03156212544946,NA,"Other",NA
06023990100,"Census Tract 9901; Humboldt County; California","Census Tract 9901","Humboldt"," California","B03002_012",0,13,"B03002_003",0,13,"B03002_001",0,13,NA,NA,NA,"Other",NA
06025010101,"Census Tract 101.01; Imperial County; California","Census Tract 101.01","Imperial"," California","B03002_012",2097,146,"B03002_003",277,84,"B03002_001",3292,109,63.6998784933171,8.41433778857837,"kim","Other",63.7
06025010102,"Census Tract 101.02; Imperial County; California","Census Tract 101.02","Imperial"," California","B03002_012",3576,412,"B03002_003",445,258,"B03002_001",4349,424,82.2257990342607,10.2322372959301,"kim","70+ Latino",NA
06025010200,"Census Tract 102; Imperial County; California","Census Tract 102","Imperial"," California","B03002_012",2077,598,"B03002_003",352,136,"B03002_001",2482,634,83.682514101531,14.1821112006446,"kim","70+ Latino",NA
06025010300,"Census Tract 103; Imperial County; California","Census Tract 103","Imperial"," California","B03002_012",453,250,"B03002_003",364,173,"B03002_001",822,297,55.1094890510949,44.2822384428224,"kim","Other",55.11
06025010401,"Census Tract 104.01; Imperial County; California","Census Tract 104.01","Imperial"," California","B03002_012",2410,745,"B03002_003",53,54,"B03002_001",2517,722,95.7489074294795,2.1056813667064,"kim","70+ Latino",NA
06025010402,"Census Tract 104.02; Imperial County; California","Census Tract 104.02","Imperial"," California","B03002_012",4924,755,"B03002_003",80,66,"B03002_001",5062,771,97.2738048202292,1.58040300276571,"kim","70+ Latino",NA
06025010500,"Census Tract 105; Imperial County; California","Census Tract 105","Imperial"," California","B03002_012",5279,777,"B03002_003",1543,464,"B03002_001",6973,945,75.7062957120321,22.1282088053922,"kim","70+ Latino",NA
06025010600,"Census Tract 106; Imperial County; California","Census Tract 106","Imperial"," California","B03002_012",5832,980,"B03002_003",1649,408,"B03002_001",7833,1038,74.4542320949828,21.0519596578578,"kim","70+ Latino",NA
06025010700,"Census Tract 107; Imperial County; California","Census Tract 107","Imperial"," California","B03002_012",3963,862,"B03002_003",89,74,"B03002_001",4112,855,96.3764591439689,2.16439688715953,"kim","70+ Latino",NA
06025010800,"Census Tract 108; Imperial County; California","Census Tract 108","Imperial"," California","B03002_012",406,215,"B03002_003",752,283,"B03002_001",1237,363,32.821341956346,60.7922392886015,"kim","Other",32.82
06025010900,"Census Tract 109; Imperial County; California","Census Tract 109","Imperial"," California","B03002_012",5608,621,"B03002_003",952,420,"B03002_001",6780,575,82.7138643067847,14.0412979351032,"kim","70+ Latino",NA
06025011001,"Census Tract 110.01; Imperial County; California","Census Tract 110.01","Imperial"," California","B03002_012",4772,1313,"B03002_003",1181,627,"B03002_001",6301,1287,75.7340104745279,18.7430566576734,"kim","70+ Latino",NA
06025011002,"Census Tract 110.02; Imperial County; California","Census Tract 110.02","Imperial"," California","B03002_012",9692,1638,"B03002_003",1395,617,"B03002_001",11714,1557,82.7386033805703,11.9088270445621,"kim","70+ Latino",NA
06025011100,"Census Tract 111; Imperial County; California","Census Tract 111","Imperial"," California","B03002_012",2832,639,"B03002_003",686,213,"B03002_001",3930,692,72.0610687022901,17.4554707379135,"kim","70+ Latino",NA
06025011201,"Census Tract 112.01; Imperial County; California","Census Tract 112.01","Imperial"," California","B03002_012",5607,906,"B03002_003",874,445,"B03002_001",6791,1068,82.5651597702842,12.8699749668679,"kim","70+ Latino",NA
06025011202,"Census Tract 112.02; Imperial County; California","Census Tract 112.02","Imperial"," California","B03002_012",5840,832,"B03002_003",216,129,"B03002_001",6119,834,95.4404314430463,3.52998856022226,"kim","70+ Latino",NA
06025011301,"Census Tract 113.01; Imperial County; California","Census Tract 113.01","Imperial"," California","B03002_012",4150,906,"B03002_003",0,13,"B03002_001",4165,901,99.639855942377,0,"kim","70+ Latino",NA
06025011302,"Census Tract 113.02; Imperial County; California","Census Tract 113.02","Imperial"," California","B03002_012",1631,218,"B03002_003",76,52,"B03002_001",1752,221,93.0936073059361,4.337899543379,"kim","70+ Latino",NA
06025011303,"Census Tract 113.03; Imperial County; California","Census Tract 113.03","Imperial"," California","B03002_012",4332,947,"B03002_003",333,171,"B03002_001",4787,948,90.4950908711093,6.95634008773762,"kim","70+ Latino",NA
06025011400,"Census Tract 114; Imperial County; California","Census Tract 114","Imperial"," California","B03002_012",3827,653,"B03002_003",149,96,"B03002_001",4466,614,85.691894312584,3.33631885356023,"kim","70+ Latino",NA
06025011500,"Census Tract 115; Imperial County; California","Census Tract 115","Imperial"," California","B03002_012",5404,732,"B03002_003",241,117,"B03002_001",6058,810,89.2043578738858,3.97821063057115,"kim","70+ Latino",NA
06025011600,"Census Tract 116; Imperial County; California","Census Tract 116","Imperial"," California","B03002_012",4879,976,"B03002_003",328,172,"B03002_001",5628,996,86.6915422885572,5.82800284292822,"kim","70+ Latino",NA
06025011700,"Census Tract 117; Imperial County; California","Census Tract 117","Imperial"," California","B03002_012",4220,945,"B03002_003",329,108,"B03002_001",4573,936,92.2807784823967,7.19440192433851,"kim","70+ Latino",NA
06025011801,"Census Tract 118.01; Imperial County; California","Census Tract 118.01","Imperial"," California","B03002_012",2700,445,"B03002_003",730,213,"B03002_001",3652,474,73.9320920043812,19.9890470974808,"kim","70+ Latino",NA
06025011802,"Census Tract 118.02; Imperial County; California","Census Tract 118.02","Imperial"," California","B03002_012",4456,525,"B03002_003",394,143,"B03002_001",4992,515,89.2628205128205,7.8926282051282,"kim","70+ Latino",NA
06025011803,"Census Tract 118.03; Imperial County; California","Census Tract 118.03","Imperial"," California","B03002_012",6406,1114,"B03002_003",773,196,"B03002_001",7468,998,85.7793251205142,10.3508302088913,"kim","70+ Latino",NA
06025011901,"Census Tract 119.01; Imperial County; California","Census Tract 119.01","Imperial"," California","B03002_012",1900,555,"B03002_003",60,80,"B03002_001",2003,543,94.8577134298552,2.99550673989016,"kim","70+ Latino",NA
06025011902,"Census Tract 119.02; Imperial County; California","Census Tract 119.02","Imperial"," California","B03002_012",2973,820,"B03002_003",36,56,"B03002_001",3009,833,98.8035892323031,1.19641076769691,"kim","70+ Latino",NA
06025011903,"Census Tract 119.03; Imperial County; California","Census Tract 119.03","Imperial"," California","B03002_012",5056,1394,"B03002_003",23,29,"B03002_001",5269,1387,95.95748718922,0.436515467830708,"kim","70+ Latino",NA
06025012001,"Census Tract 120.01; Imperial County; California","Census Tract 120.01","Imperial"," California","B03002_012",5225,1092,"B03002_003",36,39,"B03002_001",5275,1093,99.0521327014218,0.682464454976303,"kim","70+ Latino",NA
06025012003,"Census Tract 120.03; Imperial County; California","Census Tract 120.03","Imperial"," California","B03002_012",4222,930,"B03002_003",27,22,"B03002_001",4433,910,95.2402436273404,0.609068351003835,"kim","70+ Latino",NA
06025012004,"Census Tract 120.04; Imperial County; California","Census Tract 120.04","Imperial"," California","B03002_012",4175,657,"B03002_003",81,78,"B03002_001",4256,672,98.0968045112782,1.9031954887218,"kim","70+ Latino",NA
06025012101,"Census Tract 121.01; Imperial County; California","Census Tract 121.01","Imperial"," California","B03002_012",2941,716,"B03002_003",10,18,"B03002_001",3029,718,97.0947507428194,0.330141961043249,"kim","70+ Latino",NA
06025012102,"Census Tract 121.02; Imperial County; California","Census Tract 121.02","Imperial"," California","B03002_012",4178,932,"B03002_003",16,25,"B03002_001",4218,929,99.0516832622096,0.379326695116169,"kim","70+ Latino",NA
06025012201,"Census Tract 122.01; Imperial County; California","Census Tract 122.01","Imperial"," California","B03002_012",3659,904,"B03002_003",35,40,"B03002_001",3694,907,99.0525175961018,0.947482403898213,"kim","70+ Latino",NA
06025012202,"Census Tract 122.02; Imperial County; California","Census Tract 122.02","Imperial"," California","B03002_012",3460,563,"B03002_003",8,12,"B03002_001",3504,565,98.7442922374429,0.228310502283105,"kim","70+ Latino",NA
06025012301,"Census Tract 123.01; Imperial County; California","Census Tract 123.01","Imperial"," California","B03002_012",2806,250,"B03002_003",557,216,"B03002_001",4307,261,65.1497562108196,12.9324355700023,"kim","Other",65.15
06025012302,"Census Tract 123.02; Imperial County; California","Census Tract 123.02","Imperial"," California","B03002_012",4869,856,"B03002_003",1261,319,"B03002_001",6170,870,78.9141004862237,20.4376012965964,"kim","70+ Latino",NA
06025012400,"Census Tract 124; Imperial County; California","Census Tract 124","Imperial"," California","B03002_012",66,54,"B03002_003",340,128,"B03002_001",589,173,11.2054329371817,57.7249575551783,"kim","Other",11.21
06025940000,"Census Tract 9400; Imperial County; California","Census Tract 9400","Imperial"," California","B03002_012",479,153,"B03002_003",430,254,"B03002_001",1967,314,24.351804778851,21.8607015760041,"kim","Other",24.35
06027000100,"Census Tract 1; Inyo County; California","Census Tract 1","Inyo"," California","B03002_012",1276,358,"B03002_003",1584,299,"B03002_001",3073,460,41.5229417507322,51.5457207940124,NA,"Other",NA
06027000200,"Census Tract 2; Inyo County; California","Census Tract 2","Inyo"," California","B03002_012",531,207,"B03002_003",1361,205,"B03002_001",2081,232,25.5165785679962,65.4012493993272,NA,"Other",NA
06027000300,"Census Tract 3; Inyo County; California","Census Tract 3","Inyo"," California","B03002_012",197,120,"B03002_003",1975,279,"B03002_001",2363,325,8.33685992382565,83.5801946677952,NA,"Other",NA
06027000400,"Census Tract 4; Inyo County; California","Census Tract 4","Inyo"," California","B03002_012",1312,329,"B03002_003",2949,267,"B03002_001",5735,316,22.8770706190061,51.4210985178727,NA,"Other",NA
06027000500,"Census Tract 5; Inyo County; California","Census Tract 5","Inyo"," California","B03002_012",317,122,"B03002_003",1597,244,"B03002_001",2519,261,12.5843588725685,63.3981738785232,NA,"Other",NA
06027000800,"Census Tract 8; Inyo County; California","Census Tract 8","Inyo"," California","B03002_012",867,354,"B03002_003",1747,243,"B03002_001",3058,459,28.3518639633748,57.1288423806409,NA,"Other",NA
06029000102,"Census Tract 1.02; Kern County; California","Census Tract 1.02","Kern"," California","B03002_012",659,165,"B03002_003",2280,409,"B03002_001",3154,366,20.8941027266963,72.289156626506,"core","70+ NL White",NA
06029000103,"Census Tract 1.03; Kern County; California","Census Tract 1.03","Kern"," California","B03002_012",1298,568,"B03002_003",3498,1575,"B03002_001",5163,1847,25.1404222351346,67.7513073794306,"core","Other",NA
06029000104,"Census Tract 1.04; Kern County; California","Census Tract 1.04","Kern"," California","B03002_012",418,362,"B03002_003",679,335,"B03002_001",1388,458,30.1152737752161,48.9193083573487,"core","Other",NA
06029000105,"Census Tract 1.05; Kern County; California","Census Tract 1.05","Kern"," California","B03002_012",1266,515,"B03002_003",2534,502,"B03002_001",4006,672,31.6025961058412,63.255117324014,"core","Other",NA
06029000106,"Census Tract 1.06; Kern County; California","Census Tract 1.06","Kern"," California","B03002_012",1364,427,"B03002_003",1244,512,"B03002_001",2879,319,47.3775616533519,43.2094477249045,"core","Other",NA
06029000201,"Census Tract 2.01; Kern County; California","Census Tract 2.01","Kern"," California","B03002_012",969,388,"B03002_003",2340,660,"B03002_001",3718,735,26.0623991393222,62.9370629370629,"core","Other",NA
06029000202,"Census Tract 2.02; Kern County; California","Census Tract 2.02","Kern"," California","B03002_012",969,601,"B03002_003",2400,617,"B03002_001",3458,771,28.021978021978,69.4042799305957,"core","Other",NA
06029000300,"Census Tract 3; Kern County; California","Census Tract 3","Kern"," California","B03002_012",1304,515,"B03002_003",2677,685,"B03002_001",4956,793,26.3115415657789,54.0153349475383,"core","Other",NA
06029000400,"Census Tract 4; Kern County; California","Census Tract 4","Kern"," California","B03002_012",1353,356,"B03002_003",2989,893,"B03002_001",4840,892,27.9545454545455,61.7561983471074,"core","Other",NA
06029000504,"Census Tract 5.04; Kern County; California","Census Tract 5.04","Kern"," California","B03002_012",1387,360,"B03002_003",2775,535,"B03002_001",4851,676,28.5920428777572,57.2047000618429,"core","Other",NA
06029000505,"Census Tract 5.05; Kern County; California","Census Tract 5.05","Kern"," California","B03002_012",692,123,"B03002_003",2866,469,"B03002_001",3976,449,17.4044265593561,72.0824949698189,"core","70+ NL White",NA
