GEOID,County,Total,White,White_Percent,Hispanic,Hispanic_Percent,Neighborhood_type,Neighborhood_residual,categorical_average,avgPM25_county_avg,classification,standard_deviation,county_average_field,state_average_field
6037990100,Los Angeles,0,0,,0,,Other,All Other,,11.654,Near County Average,1.0107174929850324,11.648172225655372,10.50551453071786
