"GEOID","FULL_CENSUS_TRACT_NAME","latino_population","white_population","total_population","latino_percentage","white_percentage","neighborhood_type"
"06001435300","Census Tract 4353; Alameda County; California",1622,1068,4812,33.7073981712386,22.1945137157107,"Other"
"06001435400","Census Tract 4354; Alameda County; California",1644,1173,5048,32.56735340729,23.2369255150555,"Other"
"06001435500","Census Tract 4355; Alameda County; California",1986,1098,4153,47.8208523958584,26.4387189983145,"Other"
"06001435601","Census Tract 4356.01; Alameda County; California",3092,666,5449,56.7443567627088,12.2224261332355,"Other"
"06001435602","Census Tract 4356.02; Alameda County; California",2970,1123,5671,52.3717157467819,19.8025039675542,"Other"
"06001435700","Census Tract 4357; Alameda County; California",2414,1015,4819,50.0933803693712,21.0624610915128,"Other"
"06001435800","Census Tract 4358; Alameda County; California",2188,1181,5687,38.4737119746791,20.7666608053455,"Other"
"06001435900","Census Tract 4359; Alameda County; California",1318,1525,5290,24.9149338374291,28.82797731569,"Other"
"06001436000","Census Tract 4360; Alameda County; California",2067,1385,5114,40.4184591317951,27.0825185764568,"Other"
"06001436100","Census Tract 4361; Alameda County; California",1853,972,5765,32.1422376409367,16.8603642671292,"Other"
"06001436200","Census Tract 4362; Alameda County; California",2631,437,4128,63.7354651162791,10.5862403100775,"Other"
"06001436301","Census Tract 4363.01; Alameda County; California",2413,325,5255,45.918173168411,6.18458610846813,"Other"
"06001436302","Census Tract 4363.02; Alameda County; California",1793,672,3932,45.6002034587996,17.0905391658189,"Other"
"06001436402","Census Tract 4364.02; Alameda County; California",640,1088,2688,23.8095238095238,40.4761904761905,"Other"
"06001436403","Census Tract 4364.03; Alameda County; California",1165,1199,4519,25.7800398318212,26.5324186766984,"Other"
"06001436404","Census Tract 4364.04; Alameda County; California",693,1442,3232,21.4418316831683,44.6163366336634,"Other"
"06001436500","Census Tract 4365; Alameda County; California",2579,689,5289,48.7615806390622,13.0270372471167,"Other"
"06001436601","Census Tract 4366.01; Alameda County; California",3818,717,6634,57.5520048236358,10.8079589990956,"Other"
"06001436602","Census Tract 4366.02; Alameda County; California",2801,345,5255,53.3016175071361,6.5651760228354,"Other"
"06001436700","Census Tract 4367; Alameda County; California",1603,382,3367,47.6091476091476,11.3454113454113,"Other"
"06001436800","Census Tract 4368; Alameda County; California",2072,457,4196,49.3803622497617,10.8913250714967,"Other"
"06001436900","Census Tract 4369; Alameda County; California",3687,776,6403,57.5823832578479,12.1193190691863,"Other"
"06001437000","Census Tract 4370; Alameda County; California",1310,750,3471,37.7412849322962,21.6076058772688,"Other"
"06001437101","Census Tract 4371.01; Alameda County; California",2184,817,7960,27.4371859296482,10.2638190954774,"Other"
"06001437102","Census Tract 4371.02; Alameda County; California",1894,437,4457,42.4949517612744,9.80480143594346,"Other"
"06001437200","Census Tract 4372; Alameda County; California",2719,969,8491,32.0221410905665,11.4120833824049,"Other"
"06001437300","Census Tract 4373; Alameda County; California",1051,403,3135,33.5247208931419,12.8548644338118,"Other"
"06001437400","Census Tract 4374; Alameda County; California",1957,570,3733,52.4243236003215,15.269220466113,"Other"
"06001437500","Census Tract 4375; Alameda County; California",2335,461,4172,55.9683604985618,11.0498561840844,"Other"
"06001437600","Census Tract 4376; Alameda County; California",1080,396,3455,31.2590448625181,11.4616497829233,"Other"
"06001437701","Census Tract 4377.01; Alameda County; California",1786,358,3597,49.6524881845983,9.95273839310537,"Other"
"06001437702","Census Tract 4377.02; Alameda County; California",3298,215,3880,85,5.54123711340206,"Latino Neighborhood"
"06001437800","Census Tract 4378; Alameda County; California",1832,758,4940,37.085020242915,15.3441295546559,"Other"
"06001437900","Census Tract 4379; Alameda County; California",832,240,2032,40.9448818897638,11.8110236220472,"Other"
"06001438000","Census Tract 4380; Alameda County; California",829,839,3645,22.7434842249657,23.0178326474623,"Other"
"06001438100","Census Tract 4381; Alameda County; California",2933,977,7953,36.8791650949327,12.2846724506476,"Other"
"06001438201","Census Tract 4382.01; Alameda County; California",2732,360,4895,55.8120531154239,7.35444330949949,"Other"
"06001438203","Census Tract 4382.03; Alameda County; California",860,1012,4091,21.0217550721095,24.7372280615986,"Other"
"06001438204","Census Tract 4382.04; Alameda County; California",2277,604,6371,35.7400722021661,9.48045832679328,"Other"
"06001438300","Census Tract 4383; Alameda County; California",1455,232,3899,37.3172608361118,5.95024365221852,"Other"
"06001438400","Census Tract 4384; Alameda County; California",644,417,2671,24.1108199176338,15.6121302882815,"Other"
"06001440100","Census Tract 4401; Alameda County; California",550,1077,2661,20.6689214580985,40.4735062006764,"Other"
"06001440200","Census Tract 4402; Alameda County; California",3971,148,5641,70.3953199787272,2.62364828931041,"Latino Neighborhood"
"06001440301","Census Tract 4403.01; Alameda County; California",2378,2028,7074,33.6160588068985,28.6683630195081,"Other"
